,HUFL,HULL,MUFL,MULL,LUFL,LULL,OT,xform_HUFL,xform_HULL,xform_MUFL,xform_MULL,xform_LUFL,xform_LULL,xform_OT
175,0.54729,0.92386,0.65073,0.77493,-0.78334,0.48957,-1.0003,0.09655,0.39717,-0.14244,0.56994,0.07474,0.26846,-0.93842
176,0.54729,0.92386,0.65073,0.77493,-0.78334,0.48957,-1.0003,-0.42379,0.47775,-0.73095,0.49209,0.1604,0.40219,-0.96041
177,0.54729,0.92386,0.65073,0.77493,-0.78334,0.48957,-1.0003,-1.24327,0.49072,-1.49668,0.61746,0.06272,0.44516,-0.94405
178,0.54729,0.92386,0.65073,0.77493,-0.78334,0.48957,-1.0003,-1.64229,0.51564,-1.91677,0.80768,0.13226,0.52315,-0.87351
179,0.54729,0.92386,0.65073,0.77493,-0.78334,0.48957,-1.0003,-2.03559,0.58204,-2.28747,0.69838,0.05447,0.34954,-0.91085
180,0.54729,0.92386,0.65073,0.77493,-0.78334,0.48957,-1.0003,-2.08611,0.32491,-2.23652,0.59231,-0.25373,0.29438,-0.94542
181,0.54729,0.92386,0.65073,0.77493,-0.78334,0.48957,-1.0003,-2.03392,0.39501,-2.37317,0.49905,-0.51172,0.45094,-0.75343
182,0.54729,0.92386,0.65073,0.77493,-0.78334,0.48957,-1.0003,-2.04492,0.24093,-1.94273,0.4825,-0.32141,0.46851,-0.72758
183,0.54729,0.92386,0.65073,0.77493,-0.78334,0.48957,-1.0003,-1.52484,0.09711,-1.56746,0.23906,-0.36062,0.38368,-0.79155
184,0.54729,0.92386,0.65073,0.77493,-0.78334,0.48957,-1.0003,-0.86016,-0.26223,-0.96258,-0.07715,-0.19129,0.3012,-0.6794
185,0.54729,0.92386,0.65073,0.77493,-0.78334,0.48957,-1.0003,-0.564,-0.31027,-0.73155,-0.22432,0.00387,0.28281,-0.78029
186,0.54729,0.92386,0.65073,0.77493,-0.78334,0.48957,-1.0003,-0.12776,-0.53148,-0.40303,-0.39931,0.07118,0.27765,-0.95093
187,0.54729,0.92386,0.65073,0.77493,-0.78334,0.48957,-1.0003,-0.29391,-0.54358,-0.41621,-0.40135,0.11915,0.33228,-0.81429
188,0.54729,0.92386,0.65073,0.77493,-0.78334,0.48957,-1.0003,-0.11337,-0.54804,-0.41034,-0.4135,-0.03807,0.08281,-0.84548
189,0.54729,0.92386,0.65073,0.77493,-0.78334,0.48957,-1.0003,-0.2175,-0.58551,-0.30185,-0.22088,-0.0911,0.36381,-0.78541
190,0.54729,0.92386,0.65073,0.77493,-0.78334,0.48957,-1.0003,-0.1122,0.01306,-0.05324,0.21909,-0.36741,0.3335,-0.88897
191,0.54729,0.92386,0.65073,0.77493,-0.78334,0.48957,-1.0003,-0.08897,0.12292,0.15202,0.52119,-0.52626,0.38941,-0.85514
192,0.69696,1.24442,0.81797,1.03293,-0.45604,0.44039,-0.82398,0.17012,0.40848,0.21931,0.6766,-0.34084,0.13856,-0.93695
193,0.69696,0.95591,0.7859,0.86681,-0.48632,0.63396,-0.80862,0.31879,0.53489,0.27009,0.68564,-0.7517,0.34903,-1.01481
194,0.4666,0.73152,0.57336,0.60882,-0.57523,0.73075,-0.83935,0.18267,0.48674,0.21696,0.77203,-0.76811,0.11788,-0.9795
195,0.44355,0.73152,0.63134,0.73808,-0.69443,0.53717,-0.83935,0.31823,0.62006,0.2102,0.61569,-0.8397,0.30867,-1.1142
196,0.44355,0.44302,0.50903,0.4427,-0.51563,0.58478,-0.82398,0.18034,0.53892,0.46387,0.70746,-0.56592,0.07494,-1.04263
197,0.37439,0.6033,0.45105,0.59013,-0.12873,0.53717,-0.86997,0.35909,0.44226,0.41664,0.62368,-0.36587,0.1771,-1.04688
198,0.69696,0.79564,0.72792,0.38716,0.25816,0.44039,-0.8776,0.35017,0.36011,0.17625,0.56091,-0.05004,0.3268,-0.9737
199,0.40897,0.34685,0.31587,0.31345,0.70466,0.73075,-0.8546,-0.07109,0.43802,-0.30196,0.62237,0.2086,0.47363,-0.98553
200,-0.93927,0.92386,-0.95904,0.90367,-0.00954,0.87514,-0.755,-0.57337,0.50427,-0.71076,0.61226,0.1588,0.38276,-1.02915
201,-2.62161,0.85975,-2.80709,0.70122,-0.06914,0.87514,-0.73964,-1.21064,0.36607,-1.3019,0.72782,0.12546,0.41059,-0.79213
202,-3.26691,1.43627,-3.48315,1.3283,0.13897,0.77835,-0.70901,-1.56166,0.5887,-1.89991,0.66401,0.18338,0.57458,-1.04274
203,-3.69322,1.853,-3.85008,1.7711,-0.00954,0.44039,-0.64766,-1.88384,0.51343,-2.19529,0.75271,-0.03912,0.52241,-0.9685
204,-4.03884,2.01328,-4.25578,1.9367,-0.33684,0.77835,-0.68602,-2.09592,0.45084,-2.58534,0.45471,-0.25422,0.38896,-0.84392
205,-3.86611,1.82094,-3.99177,1.64184,-0.24793,0.68156,-0.364,-2.00671,0.351,-2.40801,0.62162,-0.40137,0.50697,-0.86241
206,-3.24386,1.08414,-3.32858,0.9779,-0.51563,0.68156,-0.31039,-1.77591,0.13014,-1.93551,0.39366,-0.4212,0.34026,-0.77811
207,-2.50634,0.73152,-2.62028,0.46139,-0.30753,0.87514,-0.42535,-1.33187,0.07121,-1.61314,0.24278,-0.3709,0.25328,-0.67595
208,-1.38863,0.09041,-1.50645,0.01859,0.07937,0.82754,-0.30265,-0.87493,-0.05388,-1.07188,-0.13134,-0.16121,0.31708,-0.61154
209,-0.12107,-0.3579,-0.18641,-0.38735,0.31776,0.3436,-0.42535,-0.58405,-0.25914,-0.65824,-0.26822,-0.03552,0.2516,-0.83921
210,0.02877,-0.32584,-0.04471,-0.38735,0.31776,0.3436,-0.57094,-0.39711,-0.57101,-0.32117,-0.42684,0.1065,0.45534,-0.71676
211,-0.02886,-0.45406,-0.05758,-0.36866,0.16926,0.05323,-0.6323,-0.14756,-0.63662,-0.46439,-0.48676,0.10943,0.17955,-0.78021
212,-0.1326,-0.42201,-0.17355,-0.4429,0.22788,0.63396,-0.61693,-0.27168,-0.44236,-0.43302,-0.56154,-0.0531,0.37514,-0.6918
213,-0.15565,-0.16604,-0.15416,-0.16621,-0.15902,0.24681,-0.6093,-0.22485,-0.42141,-0.30222,-0.27083,-0.14136,0.25533,-0.97246
214,-0.06344,0.09041,0.01961,-1e-04,0.10966,0.296,-0.66303,-0.21694,-0.09325,-0.11309,0.20232,-0.37572,0.28234,-0.85874
215,-0.09802,-0.16604,-0.01898,0.11047,-0.27724,0.44039,-0.66303,0.13967,0.23803,-0.03401,0.63318,-0.52046,0.2209,-1.02978
216,0.18997,0.66741,0.27075,0.31345,-0.48632,0.296,-0.67828,0.02929,0.54204,0.26165,0.64462,-0.62727,0.32077,-0.89661
217,0.15539,0.57124,0.29014,0.27659,-0.60454,0.24681,-0.76263,0.11038,0.55953,0.15603,0.78628,-0.73458,0.30512,-1.08623
218,0.28218,0.47508,0.38672,0.51642,-0.51563,0.19921,-0.755,0.21659,0.55846,0.23576,0.74117,-0.67684,0.07447,-0.97646
219,0.07471,0.34685,0.07107,0.01859,-0.66414,0.3436,-0.80099,0.27645,0.42968,0.34265,0.787,-0.71387,0.15927,-1.10228
220,0.07471,0.47508,0.14844,0.20287,-0.48632,0.73075,-0.80862,0.29585,0.62101,0.33137,0.86541,-0.62469,0.13942,-1.04924
221,0.02877,0.25069,0.14192,-0.12935,-0.51563,0.15002,-0.78562,0.29329,0.43889,0.20889,0.72392,-0.2092,0.23468,-1.00238
222,0.14387,-0.19762,0.10985,-0.11067,0.13897,0.24681,-0.755,0.34568,0.55794,0.18897,0.4789,-0.00422,0.10929,-0.95043
223,0.08623,0.50713,0.09046,0.42453,0.13897,0.44039,-0.79325,0.07643,0.41294,-0.10094,0.56786,0.08848,0.53727,-1.01881
224,-1.22726,0.47508,-1.27451,0.27659,0.43696,1.02112,-0.78562,-0.55711,0.33294,-0.70034,0.57495,0.01123,0.55955,-0.8726
225,-2.61008,1.14825,-2.79423,0.94105,-0.24793,0.53717,-0.77026,-1.13961,0.53711,-1.36215,0.63695,-0.01736,0.46682,-0.97812
226,-3.58948,2.30178,-3.61198,1.73425,0.16926,0.77835,-0.76263,-1.63735,0.52554,-1.97322,0.65765,0.08859,0.36388,-0.90444
227,-3.90069,2.36589,-4.16572,2.1215,0.22788,0.48957,-0.70901,-1.92174,0.51972,-2.2155,0.59514,-0.23597,0.48873,-0.70679
228,-3.86611,2.33384,-4.02403,1.89984,-0.54494,0.48957,-0.63992,-2.25228,0.36444,-2.38385,0.57356,-0.38143,0.33584,-0.73817
229,-3.80848,2.36589,-3.9597,2.0291,-0.69443,0.3436,-0.50196,-2.26804,0.34507,-2.49808,0.60803,-0.14271,0.57622,-0.95773
230,-3.42811,1.43627,-3.58607,1.36516,-0.72374,0.82754,-0.31039,-1.85992,0.17834,-1.96595,0.39048,-0.30221,0.28649,-0.88481
231,-2.58703,0.50713,-2.63314,0.49825,-0.99144,0.68156,-0.40236,-1.56904,-0.02774,-1.65243,0.24017,-0.4768,0.33198,-0.67996
232,-1.331,-0.13398,-1.15873,-0.05512,-0.36713,0.39278,-0.39462,-1.10186,-0.32211,-1.05918,-0.02034,-0.04339,0.45999,-0.72443
233,-0.01733,0.0263,0.02613,0.05545,0.16926,0.05323,-0.54032,-0.80568,-0.45554,-0.83255,-0.127,0.03129,0.3372,-0.77186
234,0.08623,-0.16604,-0.02551,-0.09198,0.22788,0.10242,-0.53269,-0.31415,-0.65843,-0.28877,-0.32683,0.1,0.22182,-0.87041
235,-0.10954,-0.3579,-0.1027,-0.31364,0.16926,0.05323,-0.51733,-0.18638,-0.63986,-0.33724,-0.47722,0.11934,0.08463,-0.85244
236,-0.1787,-0.3579,-0.21214,-0.36866,0.01977,0.39278,-0.51733,-0.00936,-0.66926,-0.31216,-0.52429,-0.00478,0.20657,-0.89797
237,-0.16717,-0.77462,-0.14129,-0.83015,-0.06914,0.39278,-0.55569,-0.18998,-0.49601,-0.11674,-0.26529,-0.14598,0.13154,-0.9882
238,0.29371,0.34685,0.38672,0.22156,-0.24793,0.3436,-0.61693,-0.05708,0.02741,-0.22091,0.22277,-0.49124,0.28593,-0.89824
239,0.47813,0.69947,0.6442,0.64567,-0.72374,0.44039,-0.58631,-0.03635,0.23004,0.11536,0.53499,-0.51964,0.23729,-0.77581
240,0.51271,0.79564,0.66993,0.90367,-1.05104,-0.09116,-0.6093,0.09148,0.44699,0.14181,0.905,-0.41551,0.03501,-0.84003
241,0.66238,1.30853,0.79224,1.05162,-0.54494,0.296,-0.61693,0.03475,0.50261,0.16424,0.66837,-0.67461,0.15915,-0.97351
242,0.35134,0.66741,0.50903,0.66384,-0.42672,0.73075,-0.66303,0.11916,0.61389,0.29311,0.85132,-0.89665,0.2412,-1.149
243,0.52424,0.79564,0.69566,0.90367,-0.63483,0.48957,-0.59394,0.17742,0.63115,0.27934,0.82645,-0.70953,0.04023,-0.965
244,0.53576,0.85975,0.56049,0.60882,-0.33684,0.44039,-0.65529,0.29455,0.63753,0.45607,0.7861,-0.64143,0.08024,-1.11887
245,0.23608,0.0263,0.32221,0.14785,-0.60454,0.19921,-0.72427,0.3829,0.47143,0.30146,0.48378,-0.20885,0.19641,-0.87492
246,0.6395,0.6033,0.65707,0.07362,-0.00954,0.296,-0.70901,0.08014,0.34998,0.11974,0.58123,-0.17737,0.3394,-1.08115
247,0.58187,0.57124,0.56049,0.60882,0.43696,0.58478,-0.67066,-0.10891,0.55008,-0.24189,0.68766,0.21292,0.26654,-0.92823
248,-0.43228,0.76358,-0.63071,0.47956,0.22788,1.06872,-0.66303,-0.47989,0.38337,-0.50741,0.50074,0.00899,0.34389,-1.01076
249,-1.74577,0.57124,-1.88624,0.31345,0.25816,1.21311,-0.67066,-1.27152,0.56436,-1.45524,0.70585,0.24544,0.47755,-1.05546
250,-2.37955,0.41097,-2.53022,0.3503,0.05006,1.02112,-0.74726,-1.83699,0.52609,-1.67956,0.76645,-0.09772,0.53615,-1.02496
251,-2.61008,0.3148,-2.81996,0.0923,0.31776,0.82754,-0.69365,-1.92733,0.48214,-1.95952,0.54319,0.09165,0.40187,-0.92247
252,-2.7945,0.34685,-2.86508,0.29528,-0.42672,0.77835,-0.67066,-2.07424,0.39981,-2.28351,0.53163,-0.15518,0.27282,-0.84421
253,-2.61008,0.41097,-2.76198,0.03676,-0.06914,1.11632,-0.56332,-2.32927,0.48349,-2.2827,0.5705,-0.32143,0.36278,-0.84443
254,-1.88409,0.3148,-1.96361,0.01859,-0.00954,0.92433,-0.6323,-1.82961,0.21658,-1.92478,0.43147,-0.37451,0.37355,-0.74841
255,-1.31947,0.18658,-1.35188,-0.16621,0.22788,1.02112,-0.74726,-1.53328,0.01349,-1.52267,0.12144,-0.32263,0.25556,-0.72999
256,-0.51279,-0.10193,-0.52127,-0.03695,-0.06914,0.82754,-0.76263,-0.97235,-0.23291,-1.05256,-0.0183,-0.04959,0.34804,-0.8748
257,0.2015,0.21863,0.07107,-0.01827,1.00168,0.77835,-0.73964,-0.60696,-0.37077,-0.74035,-0.28778,0.05122,0.22635,-0.82424
258,0.07471,-0.19762,0.0004,-0.25809,0.61478,0.63396,-0.86234,-0.1372,-0.58679,-0.37856,-0.37292,0.09295,0.2288,-0.77261
259,-0.07496,-0.3579,-0.10922,-0.36866,0.31776,0.58478,-0.90833,-0.1931,-0.64705,-0.47055,-0.47393,0.22455,0.21015,-0.78923
260,-0.12107,-0.29378,-0.19294,-0.36866,0.19857,0.44039,-0.93895,-0.30101,-0.59184,-0.474,-0.30214,0.12589,0.2534,-0.86432
261,-0.15565,-0.06987,-0.14129,-0.57164,0.43696,1.11632,-1.00793,-0.33089,-0.49071,-0.42323,-0.22144,-0.25286,0.30151,-0.86937
262,-0.20175,-0.32584,-0.19928,-0.25809,-0.09942,0.82754,-1.03092,-0.18087,0.04898,-0.0527,0.147,-0.45013,0.2773,-0.95849
263,0.15539,0.50713,0.27075,0.47956,-0.24793,0.24681,-1.0233,0.09877,0.31155,0.25479,0.27595,-0.41771,0.07577,-0.91932
264,0.17845,0.34685,0.30301,0.46139,-0.54494,0.3436,-1.03866,0.24073,0.39669,0.06928,0.63538,-0.44927,0.36324,-0.96455
265,0.28218,0.66741,0.39959,0.60882,-0.51563,0.24681,-1.0999,0.30582,0.53608,0.17413,0.73646,-0.65815,0.1305,-1.06217
266,-0.05191,0.37891,0.15479,0.4427,-0.69443,0.39278,-1.06928,0.11693,0.49232,0.1839,0.67064,-0.75245,0.20315,-0.89649
267,-0.02886,0.34685,0.11619,0.31345,-0.60454,0.39278,-1.14589,0.25591,0.50812,0.23232,0.65628,-0.75495,0.26785,-0.98494
268,0.13234,0.28274,0.14844,0.11047,-0.48632,0.48957,-1.14589,0.34881,0.62011,0.23533,0.80207,-0.55362,0.10128,-0.96322
269,0.08623,0.28274,0.04534,-0.11067,0.19857,0.68156,-1.16126,0.17954,0.34506,0.3864,0.75174,-0.24409,0.30164,-0.9412
270,0.06335,-0.26173,0.03248,-0.38735,0.25816,0.63396,-1.19962,0.24219,0.38882,0.14155,0.51976,-0.05342,0.30724,-1.0184
271,0.36287,0.53919,0.19356,0.31345,0.55518,0.63396,-1.25323,0.06532,0.43342,-0.11117,0.78778,0.07998,0.42424,-1.04577
272,-1.38863,0.69947,-1.69308,0.46139,0.25816,0.82754,-1.25323,-0.37865,0.42316,-0.80383,0.54042,-0.02888,0.2551,-0.86057
273,-2.67924,0.18658,-2.86508,-0.16621,0.19857,1.02112,-1.25323,-1.13378,0.45234,-1.32785,0.48153,0.02824,0.52114,-0.97409
274,-3.41658,0.66741,-3.70204,0.07362,0.61478,0.87514,-1.18425,-1.70156,0.51648,-1.95701,0.57832,0.14397,0.53042,-0.87339
275,-3.71627,0.82769,-4.01116,0.7931,0.31776,0.77835,-1.13064,-2.06047,0.42934,-2.08406,0.62135,0.00753,0.46582,-1.06097
276,-4.23478,0.69947,-4.36522,-0.01827,-0.18833,1.21311,-1.1229,-2.15205,0.23348,-2.42494,0.62156,-0.35807,0.33723,-0.89445
277,-4.09647,0.66741,-4.2623,0.23973,-0.51563,0.82754,-0.82398,-2.09467,0.36628,-2.18217,0.49746,-0.4192,0.40692,-0.80856
278,-3.50879,0.50713,-3.66344,0.01859,-0.18833,0.92433,-0.82398,-1.83401,0.22002,-2.08832,0.46897,-0.31511,0.34823,-0.79661
279,-2.77145,-0.03782,-2.80057,-0.29495,-0.27724,0.77835,-0.92358,-1.45787,0.1747,-1.53508,0.055,-0.28777,0.4137,-0.65279
280,-1.48084,-0.13398,-1.36475,-0.05512,0.31776,0.82754,-0.84698,-0.95063,-0.21541,-1.09451,0.02268,-0.16485,0.42871,-0.66189
281,-0.01733,0.25069,-0.08331,0.18471,0.43696,0.44039,-0.81624,-0.75705,-0.32074,-0.76677,-0.24633,-0.02046,0.2655,-0.8782
282,0.0403,-0.26173,0.00675,-0.22124,0.28748,0.3436,-0.96957,-0.23549,-0.45549,-0.27315,-0.40166,0.07318,0.16308,-0.91081
283,-0.05191,-0.45406,0.0004,-0.36866,-0.06914,-0.04356,-0.96194,-0.17789,-0.69439,-0.37292,-0.50186,0.18206,0.2697,-0.80122
284,-0.16717,-0.45406,-0.11556,-0.38735,-0.18833,0.10242,-0.91596,-0.23448,-0.59149,-0.36763,-0.46861,0.06352,0.39001,-0.73455
285,0.12081,0.41097,0.23216,0.5351,-0.57523,0.10242,-0.88533,-0.2741,-0.4831,-0.02896,-0.3238,-0.11968,0.28843,-1.02702
286,0.29371,0.6033,0.41879,0.64567,-0.69443,0.10242,-1.0003,-0.09939,-0.03151,-0.07133,0.14629,-0.33249,0.29635,-0.90242
287,0.25913,0.63536,0.43166,0.22156,-0.81362,0.3436,-1.05392,0.02856,0.21041,0.05634,0.59212,-0.67107,0.31398,-0.87178
288,0.62797,1.05208,0.72792,0.81179,-0.57523,0.39278,-1.06928,0.13264,0.47182,0.22031,0.61288,-0.5415,0.26977,-0.9139
289,0.52424,1.18031,0.67646,0.7931,-0.54494,0.48957,-1.15363,0.10558,0.56821,0.14269,0.85661,-0.80119,-0.01707,-1.01841
290,0.22455,0.37891,0.42532,0.42453,-0.63483,0.3436,-1.16888,0.07998,0.59214,0.15602,0.77199,-0.90668,0.14417,-1.15784
291,0.28218,0.3148,0.3416,0.25842,-0.45604,0.82754,-1.22261,0.2383,0.54397,0.3262,0.71965,-0.93715,0.22291,-0.97529
292,0.48966,0.73152,0.49616,0.71939,-0.60454,0.68156,-1.25323,0.31837,0.52051,0.23676,0.70075,-0.57947,0.05006,-0.95858
293,0.38592,0.73152,0.49616,0.3503,-0.45604,0.39278,-1.28396,0.23238,0.22579,0.32879,0.73944,-0.45365,0.25704,-0.97079
294,0.52424,0.50713,0.53476,0.40585,0.22788,0.58478,-1.2456,0.24732,0.35928,0.27575,0.60086,-0.03282,0.27637,-1.01035
295,0.50118,0.76358,0.52189,0.75624,0.37736,0.63396,-1.28396,-0.05314,0.44706,-0.05936,0.58146,0.19982,0.42094,-1.00366
296,-1.19268,1.34058,-1.27451,0.9779,0.37736,0.87514,-1.2686,-0.41751,0.39319,-0.77079,0.56297,-0.01967,0.24665,-0.92835
297,-2.5755,1.50038,-2.67192,1.40202,-0.03983,1.06872,-1.20724,-1.21312,0.47603,-1.36476,0.56373,0.10793,0.52245,-0.99806
298,-3.57795,2.26972,-3.88885,2.01093,0.05006,0.92433,-1.23024,-1.84241,0.59656,-1.83006,0.72599,0.11445,0.5047,-0.93557
299,-3.92374,2.65439,-4.16572,2.39819,0.10966,0.48957,-1.16888,-2.05384,0.51304,-2.30155,0.69746,0.05493,0.49406,-0.91229
300,-4.39615,2.52617,-4.52631,2.41635,-0.69443,0.39278,-1.13826,-2.38482,0.43773,-2.48504,0.56231,-0.32496,0.22925,-0.86835
301,-4.09647,2.52617,-4.15286,2.67487,-0.39644,0.48957,-0.83935,-2.27397,0.40367,-2.09541,0.38626,-0.40003,0.31265,-0.79655
302,-3.52032,2.04533,-3.67631,1.7711,-0.12873,0.92433,-0.90059,-1.79908,0.09399,-2.17299,0.38139,-0.25581,0.43216,-0.75197
303,-2.65619,0.85975,-2.81344,0.64567,-0.00954,1.06872,-0.94658,-1.4624,-0.03333,-1.76611,0.24901,-0.38036,0.44609,-0.78245
304,-1.331,0.15452,-1.31329,-0.03695,0.25816,0.87514,-0.90833,-1.12926,-0.24034,-1.06966,0.07172,-0.29968,0.44808,-0.83719
305,0.06335,-0.26173,-0.08983,-0.55347,1.00168,1.16551,-0.89296,-0.63621,-0.4051,-0.801,-0.16848,-0.01161,0.25234,-0.8123
306,0.09776,-0.22967,-0.03185,-0.38735,0.76426,0.73075,-0.92358,-0.19897,-0.45936,-0.35796,-0.43295,0.22061,0.23944,-0.96384
307,0.05183,-0.22967,-0.01898,-0.36866,0.46627,0.68156,-0.96194,-0.3445,-0.6788,-0.35138,-0.21919,0.19105,0.28069,-0.99183
308,-0.0058,-0.19762,-0.14782,-0.38735,0.73397,0.87514,-0.98494,-0.34088,-0.60101,-0.20765,-0.3912,-0.0358,0.11372,-0.89236
309,0.25913,0.05835,0.30935,0.01859,-0.06914,0.82754,-1.05392,-0.34203,-0.40943,-0.20656,-0.16207,-0.18508,0.08716,-0.88109
310,0.25913,0.21863,0.39306,0.25842,-0.54494,0.63396,-1.09228,-0.05237,-0.14584,-0.06356,0.11773,-0.35945,0.27303,-0.86731
311,0.44355,0.76358,0.41245,0.57196,-0.27724,0.68156,-1.0999,0.03839,0.25987,0.15265,0.43063,-0.50725,0.23039,-0.9501
312,0.44355,0.53919,0.61195,0.59013,-0.36713,0.53717,-1.09228,0.01567,0.3901,0.28653,0.6843,-0.44645,0.12856,-0.98086
313,0.68543,1.02003,0.86962,1.03293,-0.51563,0.44039,-1.06928,-0.09333,0.42249,0.14761,0.76964,-0.77477,0.23257,-0.98119
314,0.68543,0.66741,0.79224,0.82996,-0.81362,0.15002,-1.00793,0.04868,0.59846,0.28731,0.69335,-0.87937,0.24676,-1.02028
315,0.51271,0.53919,0.68932,0.47956,-0.63483,0.05323,-0.97731,0.27406,0.5835,0.24215,0.72917,-0.80157,0.17654,-1.0519
316,0.81222,1.18031,0.94681,0.92236,-0.45604,0.39278,-1.03092,0.28067,0.40784,0.38778,0.72203,-0.57823,0.13539,-0.98368
317,0.75459,1.08414,0.92108,0.84865,-0.45604,0.296,-1.01556,0.38125,0.4132,0.40122,0.70761,-0.27501,0.24739,-0.97549
318,0.66238,0.57124,0.8245,0.3503,-0.24793,0.15002,-0.97731,0.30643,0.23624,0.21087,0.60891,0.08583,0.18222,-1.13535
319,0.95054,0.76358,0.8245,0.55327,0.40667,0.44039,-0.96957,-0.02991,0.49966,-0.2697,0.67945,0.1412,0.26909,-0.88303
320,-0.96232,0.82769,-0.9913,1.08847,-0.06914,0.87514,-0.96194,-0.51794,0.32867,-0.71,0.6001,0.03754,0.42822,-1.0463
321,-2.59855,0.82769,-2.77484,0.51642,0.19857,1.16551,-0.93132,-1.30746,0.46832,-1.44737,0.62392,0.16858,0.66623,-1.03628
322,-2.42566,1.05208,-2.49797,1.06979,0.37736,0.92433,-0.755,-1.79557,0.56982,-1.96242,0.74393,0.15898,0.50592,-0.91911
323,-3.57795,2.26972,-3.95318,2.17653,0.46627,0.92433,-0.70128,-2.06642,0.52796,-2.16817,0.59638,-0.01178,0.32254,-0.96751
324,-4.11952,2.01328,-4.26865,1.91853,-0.24793,0.73075,-0.71664,-2.22899,0.42141,-2.39509,0.55599,-0.30462,0.32331,-0.86569
325,-3.1747,1.50038,-3.19341,1.75241,-0.42672,0.77835,-0.55569,-2.22817,0.25839,-2.29948,0.56194,-0.39914,0.46708,-0.83628
326,-3.26691,1.59655,-3.28347,1.60499,-0.45604,0.53717,-0.45598,-1.94305,0.3145,-2.03253,0.41219,-0.55358,0.31525,-0.67749
327,-1.46931,0.41097,-1.40334,0.11047,-0.60454,0.63396,-0.47134,-1.49623,0.059,-1.69703,0.22633,-0.62812,0.36886,-0.68322
328,-0.53585,-0.19762,-0.53413,-0.25809,-0.18833,0.58478,-0.44061,-1.02461,-0.34153,-1.13328,-0.09976,-0.20208,0.33,-0.72321
329,0.0403,-0.38995,-0.07697,-0.57164,0.70466,0.87514,-0.52496,-0.74094,-0.3909,-0.71172,-0.31034,0.02051,0.2332,-0.88646
330,0.08623,-0.58229,-0.08983,-0.81146,0.88346,0.87514,-0.62467,-0.3124,-0.49848,-0.56712,-0.26239,0.01026,0.19846,-0.75706
331,0.01725,-0.61434,-0.13495,-0.79329,0.82386,0.92433,-0.67066,-0.35249,-0.65532,-0.38961,-0.54249,0.24479,0.14199,-0.82637
332,-0.09802,-0.61434,-0.17989,-0.81146,0.46627,1.06872,-0.6323,-0.1049,-0.49275,-0.39767,-0.43925,-0.11011,0.20998,-0.86031
333,-0.02886,-0.71051,-0.05124,-0.88518,0.37736,0.58478,-0.70128,-0.27053,-0.5379,-0.19034,-0.2157,-0.12625,0.08477,-0.84277
334,0.35134,0.18658,0.37386,-0.11067,-0.12873,0.73075,-0.69365,-0.03185,-0.01385,-0.20083,0.13991,-0.43837,0.10276,-0.98213
335,0.38592,0.44302,0.47678,0.16602,-0.30753,0.48957,-0.70901,0.03305,0.20457,0.17317,0.43801,-0.66824,0.30205,-1.09617
336,0.6395,0.82769,0.79224,0.66384,-0.69443,0.19921,-0.72427,0.11691,0.48539,0.02696,0.59759,-0.48772,0.2376,-0.92846
337,0.68543,0.57124,0.85675,0.68253,-0.60454,0.15002,-0.74726,0.0903,0.58693,0.06502,0.52443,-0.8818,0.15084,-1.04271
338,0.39745,0.73152,0.61195,0.64567,-0.78334,0.39278,-0.76263,0.26088,0.53462,0.13403,0.67985,-0.82983,0.21601,-1.07551
339,0.50118,0.50713,0.6442,0.68253,-0.72374,0.24681,-0.77799,0.23153,0.58919,0.30082,0.78024,-0.74399,-0.08346,-1.06415
340,0.6395,0.8918,0.77304,0.7931,-0.48632,0.24681,-0.80862,0.27045,0.41759,0.27849,0.75373,-0.72063,0.22212,-1.09933
341,0.58187,0.63536,0.56701,0.66384,-0.57523,0.19921,-0.82398,0.30561,0.40964,0.43237,0.71155,-0.44315,0.22867,-1.09256
342,0.68543,0.57124,0.79877,0.20287,-0.27724,0.296,-0.83935,0.2996,0.28884,0.12446,0.52724,-0.12809,0.18271,-0.92793
343,0.68543,0.57124,0.67646,0.25842,0.19857,0.39278,-0.8546,-0.02077,0.29445,-0.17841,0.5078,0.09443,0.47726,-1.01729
344,-1.35405,1.59655,-1.4356,1.5863,0.13897,0.39278,-0.73964,-0.43821,0.22141,-0.7258,0.5199,0.16735,0.42689,-0.99272
345,-0.20175,0.92386,-0.12209,0.73808,-0.15902,0.296,-0.80862,-1.04233,0.49895,-1.47266,0.55251,0.0078,0.50426,-1.01766
346,0.23608,0.76358,0.18052,0.77493,-0.09942,0.24681,-0.77799,-1.79986,0.45846,-1.85668,0.72878,0.14502,0.57674,-0.92625
347,-0.29396,0.47508,-0.36018,0.66384,0.28748,0.53717,-0.78562,-2.09504,0.42188,-2.23348,0.65765,-0.08227,0.51058,-0.91731
348,-0.85859,0.28274,-0.89472,0.07362,-0.03983,0.68156,-0.84698,-2.15918,0.30788,-2.4189,0.51032,-0.38516,0.22227,-0.77194
349,-1.52694,0.3148,-1.60937,-0.05512,-0.39644,0.77835,-0.80099,-2.20851,0.2226,-2.21026,0.58472,-0.41721,0.36429,-0.88057
350,-1.53847,0.47508,-1.46133,0.47956,-0.39644,0.92433,-0.67828,-1.76928,0.20515,-1.8803,0.5036,-0.57071,0.3128,-0.94346
351,-2.41413,-0.06987,-2.39505,-0.16621,-0.12873,1.3099,-0.70128,-1.51099,-0.01134,-1.68056,0.16808,-0.38183,0.24159,-0.77213
